S1 Real/Imag g,S1  0-Z:0-Z,S2 Real/Imag g,S2 0-Z:0-Z
(0.022738565712551572+0j),(0.000525200747860284-0.00012416895007460527j),(0.022738565712551572+0j),(-0.001006111609112711-0.000332333820194571j)
(0.02274813178983914+0j),(0.000915462575135276-0.0003339530520171978j),(0.02274813178983914+0j),(-0.00018223102508848891-0.000851260491298443j)
(0.02275769786712671+0j),(0.0003829106553928644-0.00040915392212220904j),(0.02275769786712671+0j),(0.00011254362405025156+0.00025940959139638016j)
(0.02276726394441428+0j),(-0.0009589746382810489+0.0005151690961998274j),(0.02276726394441428+0j),(-0.0011489758212745158+0.00044590495011809505j)
(0.022776830021701847+0j),(4.727814058667362e-05-0.0006634255192451712j),(0.022776830021701847+0j),(0.00036753107223769124-0.000560257931562672j)
(0.022786396098989418+0j),(-0.0003622675025304854-4.170060889150587e-05j),(0.022786396098989418+0j),(0.00024993762720831045-0.00044606097661077865j)
(0.022795962176276986+0j),(-0.0003421496147165049-0.00023698863254079656j),(0.022795962176276986+0j),(0.0001496555899733636+2.770105861875235e-06j)
(0.022805528253564557+0j),(2.2821109938092925e-05-0.0004631340586684758j),(0.022805528253564557+0j),(0.00021778705072755935-0.00047180819386426985j)
(0.022815094330852125+0j),(0.0008303563892602504-0.001254811204858084j),(0.022815094330852125+0j),(-0.0005337635060943699-0.0008235424265653231j)
(0.022824660408139692+0j),(0.00019104008798298243-0.0019907655845349806j),(0.022824660408139692+0j),(-0.00041443839710747016-0.0006406828059569643j)
(0.022834226485427263+0j),(0.0008737300684062537+0.0008213972760676371j),(0.022834226485427263+0j),(0.0007487113831435752-0.00039513766181236147j)
(0.02284379256271483+0j),(-0.00044741720169624274-0.0007778775908021432j),(0.02284379256271483+0j),(-0.0006674547318650887-6.981927001545467e-05j)
(0.0228533586400024+0j),(0.00027549224278100695+0.0001237468254391043j),(0.0228533586400024+0j),(-0.00024333239503186648-0.00020058160905195622j)
(0.02286292471728997+0j),(0.0004890739880064908+0.000383832879582888j),(0.02286292471728997+0j),(0.0002250274835481698+0.00010933097850727828j)
(0.022872490794577538+0j),(0.0013619691437336283+0.00036903349975468317j),(0.022872490794577538+0j),(0.00042875414870474524-0.00010727013257404959j)
(0.022882056871865106+0j),(-0.0003743705532655037-0.0008489786779722411j),(0.022882056871865106+0j),(-0.0010384592696101097-0.0003375854881034971j)
(0.022891622949152677+0j),(-0.0024614928529541383-0.0006002701614066711j),(0.022891622949152677+0j),(-0.0008473047382895969+0.00029103474796269365j)
(0.022901189026440245+0j),(0.0004451412954532535-0.0009368656457177955j),(0.022901189026440245+0j),(-0.0011761652803319565-0.0009432976631970587j)
(0.022910755103727816+0j),(-0.000784493444159312+0.000389112523991663j),(0.022910755103727816+0j),(-0.0005182100953885439+0.0010975932284146522j)
(0.022920321181015384+0j),(-0.00040411229303768584-0.0005892421388007019j),(0.022920321181015384+0j),(-0.0015819743925077332+0.0006444958425450668j)
(0.02292988725830295+0j),(0.0006548496701788295-0.00018487216334034883j),(0.02292988725830295+0j),(0.000816031017725572+0.00018654482517294099j)
(0.022939453335590523+0j),(0.00161701993148265-0.0021154626474612684j),(0.022939453335590523+0j),(-0.0007629721809923991-0.003120397581961422j)
(0.02294901941287809+0j),(0.000321416868894194-0.002116211144132146j),(0.02294901941287809+0j),(-0.0033138011599224354-0.001562379595541225j)
(0.022958585490165658+0j),(-0.0005366391454683431+0.0014493767781799333j),(0.022958585490165658+0j),(0.0023557625360036472+1.8271968588101184e-07j)
(0.02296815156745323+0j),(-0.0010274948736215491-0.0012588349033399095j),(0.02296815156745323+0j),(-0.0020862724841528516+0.0010197506955166632j)
(0.022977717644740797+0j),(0.00016890999144593465+0.00040834268320643887j),(0.022977717644740797+0j),(0.0005572754686436523-0.00048395486719722693j)
(0.022987283722028365+0j),(-0.00017899453240624287+0.0004087766089431591j),(0.022987283722028365+0j),(0.0008534113865405267-0.0006257999040284847j)
(0.022996849799315936+0j),(0.00029115388170944644+0.00013450184749902886j),(0.022996849799315936+0j),(0.0005012674232989916-0.000589375304885369j)
(0.023006415876603504+0j),(-0.0012028100308507546-0.0014810325349590052j),(0.023006415876603504+0j),(-0.0016393059478930206-0.00018700061400335767j)
(0.023015981953891075+0j),(-0.002590206313728721-0.0004770256632644718j),(0.023015981953891075+0j),(-0.0011598593467968714+0.0029124242102950225j)
(0.023025548031178643+0j),(0.0005906887756647765-0.000586471423261219j),(0.023025548031178643+0j),(-1.4895569016640445e-05-0.0018941299517767534j)
(0.02303511410846621+0j),(-0.0008712698372832264+0.0007542482091572885j),(0.02303511410846621+0j),(4.214232159437938e-05+0.0022737943202225186j)
(0.023044680185753782+0j),(-2.826619580525865e-05-0.0002709952386052164j),(0.023044680185753782+0j),(-0.00048325236701363524+6.218229303091202e-05j)
(0.02305424626304135+0j),(0.00023965341231538416+0.00012883424721942652j),(0.02305424626304135+0j),(0.0007235154131144231+0.0005759925193051505j)
(0.023063812340328917+0j),(0.00046425621041548394-0.00044064499751250653j),(0.023063812340328917+0j),(-0.0006763432007307116-0.0013890443631695243j)
(0.02307337841761649+0j),(-0.00048089663253954356-0.00025508176440948747j),(0.02307337841761649+0j),(-0.0007294015664806024+0.0003380322006181999j)
(0.023082944494904056+0j),(-0.0006008050797476507+0.0011632642083567015j),(0.023082944494904056+0j),(0.0002632487298177333+0.0013594482427900553j)
(0.023092510572191628+0j),(-0.0008145716016001646-0.00040863377392680826j),(0.023092510572191628+0j),(-0.0011880623085774842-0.0005260451724122807j)
(0.023102076649479195+0j),(0.00012524996895319377+0.0004972323328019405j),(0.023102076649479195+0j),(0.00037112604129447993+0.00024599619692393176j)
(0.023111642726766763+0j),(-0.0003295559736294206-0.00018632299212976373j),(0.023111642726766763+0j),(-0.00012059395937419328-0.0001891741709919056j)
(0.023121208804054334+0j),(-2.718601550823456e-05-8.765542832648523e-05j),(0.023121208804054334+0j),(0.0008324716596990912-5.0778634549190476e-05j)
(0.023130774881341902+0j),(-0.0003676647767700165-0.0002970806007576354j),(0.023130774881341902+0j),(-0.00022349940247765092-0.00025608616848657814j)
(0.02314034095862947+0j),(-0.0005814196298349427-0.00016138455642819585j),(0.02314034095862947+0j),(-0.001227613294224861+9.515760909689812e-05j)
(0.02314990703591704+0j),(0.0001749503512805501-1.0508552361061382e-05j),(0.02314990703591704+0j),(-0.0002567153520048743+0.00042465226848672854j)
(0.02315947311320461+0j),(-8.496590937100642e-05-2.193828490800935e-05j),(0.02315947311320461+0j),(-0.0005191568245598977+0.00016151170294201808j)
(0.023169039190492176+0j),(0.0001902300185464195+4.918762233384391e-05j),(0.023169039190492176+0j),(-0.00020345770108467628+0.001273361710944776j)
(0.023178605267779748+0j),(-6.702369097128773e-05+0.0002536176228669492j),(0.023178605267779748+0j),(0.0004957419887343418+0.00041288303368849406j)
(0.023188171345067315+0j),(0.00016319224195947594+0.0001664694574178587j),(0.023188171345067315+0j),(0.000986810852940222-0.0001861978598080734j)
(0.023197737422354887+0j),(-0.00012650142048974394-0.0001717623390307418j),(0.023197737422354887+0j),(-0.00041565703562790893+7.758654713270874e-05j)
(0.023207303499642454+0j),(-0.0002819825615871911-0.0002491859949892342j),(0.023207303499642454+0j),(-0.0001125975850553982+0.00026096917627124776j)
(0.023216869576930022+0j),(0.0002582127178140955-0.00030984886495524983j),(0.023216869576930022+0j),(0.0001681132134133141-0.0006952298313200679j)
(0.023226435654217593+0j),(-0.00011645523019459136+5.820327425681108e-05j),(0.023226435654217593+0j),(-0.0010259067192775358-5.1241163033715075e-05j)
(0.02323600173150516+0j),(0.0003299283587251569+0.0001254206663750731j),(0.02323600173150516+0j),(-0.0004896085443199487-0.0004596354866233383j)
(0.02324556780879273+0j),(0.000495626118082995-0.0001302891291862899j),(0.02324556780879273+0j),(-0.0005330016244321574-0.00027657045487255343j)
(0.0232551338860803+0j),(-0.00029729031817173453-0.00015055621669374586j),(0.0232551338860803+0j),(0.0006580290189200748-0.0001954049430137039j)
(0.023264699963367868+0j),(0.00012350062845250154-0.00015832870962479686j),(0.023264699963367868+0j),(0.0002613108844517729-0.00043578089286090585j)
(0.023274266040655436+0j),(-0.0001960886755233197-0.0001849399848447317j),(0.023274266040655436+0j),(0.00036061240063118877-0.0007658069014256914j)
(0.023283832117943007+0j),(-0.00016885865306332946-0.00013165059727211057j),(0.023283832117943007+0j),(-0.0002840212390542141+0.0002127627810495016j)
(0.023293398195230575+0j),(-7.377040750812293e-05-1.0074231915849045e-05j),(0.023293398195230575+0j),(0.0002614729164446052+0.0004765486305445798j)
(0.023302964272518146+0j),(-0.0001013842643974895-0.0005650697543851586j),(0.023302964272518146+0j),(0.00033931972703914626+0.00016940251968536877j)
(0.023312530349805714+0j),(-0.00014249113484445425-0.0007297534818169618j),(0.023312530349805714+0j),(0.00010640939699305611+0.0013663398099403325j)
(0.02332209642709328+0j),(0.00010287170374177118+2.0575571565690406e-05j),(0.02332209642709328+0j),(0.00027117502425811675+0.00043344936432585977j)
(0.023331662504380853+0j),(-0.00019590497618445006-0.00022716708361421697j),(0.023331662504380853+0j),(-5.7520988651976554e-05-0.0016249516239841123j)
(0.02334122858166842+0j),(2.8626425426207104e-05-0.00011096269374917932j),(0.02334122858166842+0j),(0.0004295100712167665-0.0003098330049092327j)
(0.023350794658955988+0j),(0.00020207767210563213-8.81036209590227e-05j),(0.023350794658955988+0j),(0.00028874477793304834-0.00040388645640894325j)
(0.02336036073624356+0j),(6.268932414751044e-05-0.00031560104249710354j),(0.02336036073624356+0j),(0.0007103954988283436+0.0002396211439103105j)
(0.023369926813531127+0j),(-0.0002689914921277489-7.312223646773787e-05j),(0.023369926813531127+0j),(-0.0003772609238693753-0.001579035562466906j)
(0.0233794928908187+0j),(-2.0771434450659834e-06+0.00039010353519785163j),(0.0233794928908187+0j),(-0.001009865425345024-5.903900976476003e-05j)
(0.023389058968106266+0j),(-3.824165407589962e-05+0.00010517286371475414j),(0.023389058968106266+0j),(0.0008440967485421103-0.0001887671440813075j)
(0.023398625045393834+0j),(5.7112614375978014e-05-3.165057674928553e-05j),(0.023398625045393834+0j),(-0.0013324212574751765+0.00026061949791231383j)
(0.023408191122681405+0j),(0.00012990199642293833+7.680486365060262e-05j),(0.023408191122681405+0j),(-0.0006832910875645906-0.0003670571407247957j)
(0.023417757199968973+0j),(-7.708702567894758e-05-2.7891626896402585e-05j),(0.023417757199968973+0j),(-0.0012708327291096493+2.0049549723515027e-05j)
(0.02342732327725654+0j),(1.6826928667944097e-05-0.00019063555349387173j),(0.02342732327725654+0j),(-0.0006951828079428848-0.0016985425858358633j)
(0.023436889354544112+0j),(-7.112765890485041e-05+1.5751096542098994e-05j),(0.023436889354544112+0j),(-0.0006624804817852657-0.00034153172127259743j)
(0.02344645543183168+0j),(0.00010273278086085721-6.257480966926435e-05j),(0.02344645543183168+0j),(0.0005523206307178732+0.0011521644939352395j)
(0.023456021509119247+0j),(0.00037577720704330637+0.00013808190187933336j),(0.023456021509119247+0j),(-0.0013112084053572021-0.0006303659555072981j)
(0.02346558758640682+0j),(-8.510451519497832e-05-0.00018296169455970149j),(0.02346558758640682+0j),(0.00013883532363558656-0.0005322784750712178j)
(0.023475153663694386+0j),(0.00018512963171037682-0.00021825980560134111j),(0.023475153663694386+0j),(-0.0008976705270343715+0.000682814029765092j)
(0.023484719740981957+0j),(-6.725416564488213e-05-0.00019299693198996846j),(0.023484719740981957+0j),(-0.0003720689819741791+0.0005285430015904583j)
(0.023494285818269525+0j),(-6.542762810946679e-05-0.000262902124965757j),(0.023494285818269525+0j),(-0.0006108727125854418+0.0004904598880891795j)
(0.023503851895557093+0j),(0.00032931704532545154-6.606690398819146e-05j),(0.023503851895557093+0j),(-0.0006496617017969892-0.0005684459638618327j)
(0.023513417972844664+0j),(4.587560407111253e-05-0.0002817559010695117j),(0.023513417972844664+0j),(0.00018419369732524331+8.910815682225084e-05j)
(0.023522984050132232+0j),(0.00027991115730852253+1.1330341367726877e-05j),(0.023522984050132232+0j),(8.55933296018407e-05+0.0007765687892951148j)
(0.0235325501274198+0j),(-1.0615869499850397e-06-0.00010193421107381156j),(0.0235325501274198+0j),(0.00012052871626620924-0.0004116980877791142j)
(0.02354211620470737+0j),(4.9776494090860517e-05+0.000132588936315144j),(0.02354211620470737+0j),(0.0007054223604285727+2.4752683917146775e-05j)
(0.02355168228199494+0j),(0.0002126073267920979-4.866131459390151e-05j),(0.02355168228199494+0j),(-0.0011949900265379708-0.0006563058359139616j)
(0.023561248359282506+0j),(0.0002382149938944854-0.0003166754289692702j),(0.023561248359282506+0j),(-0.0005508019989776192+0.00033358440948557863j)
(0.023570814436570078+0j),(0.00010070332787986662-0.00010180035166176887j),(0.023570814436570078+0j),(0.00010067894794329103+0.0003581299546957165j)
(0.023580380513857645+0j),(0.00010572934951440002-0.00025648052991056704j),(0.023580380513857645+0j),(-0.00013812447528876973-0.0010406715698810976j)
(0.023589946591145217+0j),(0.0001409441705663035-0.00037438792677086877j),(0.023589946591145217+0j),(-0.0004974599092547817+0.00040489615348926684j)
(0.023599512668432784+0j),(0.00031383764752028205-5.442989468534314e-05j),(0.023599512668432784+0j),(0.000660979149800476-0.0007077280401245166j)
(0.023609078745720352+0j),(0.00012993291675274148-7.333779385575223e-05j),(0.023609078745720352+0j),(-0.0006446976608676108-0.00016768653798689072j)
(0.023618644823007923+0j),(0.00022766351972649767-0.00034191061200147306j),(0.023618644823007923+0j),(2.3886933861908815e-05+0.0009243229119644413j)
(0.02362821090029549+0j),(9.260083659726328e-05-0.0001639352224595565j),(0.02362821090029549+0j),(0.0008650237955364346+0.001251143612043054j)
(0.02363777697758306+0j),(0.0001954015339043743+3.409335683606187e-05j),(0.02363777697758306+0j),(-0.00036304687116754615+0.0001205482128306515j)
(0.02364734305487063+0j),(-0.00016846840407231642-0.0002363216744684083j),(0.02364734305487063+0j),(0.00010733297038154086+0.0006176223257491583j)
(0.023656909132158198+0j),(-0.00017794095508829105-0.0002196342492565394j),(0.023656909132158198+0j),(-0.0005297592012879135-0.00040867885364939986j)
(0.023666475209445766+0j),(-0.00017652476234139027-6.055889927491317e-05j),(0.023666475209445766+0j),(-0.0010629020036895954+0.0003930468227462248j)
(0.023676041286733337+0j),(0.00045985051444837684-0.00010046160922993192j),(0.023676041286733337+0j),(-0.00046654323555783727+0.000691541864935917j)
(0.023685607364020905+0j),(0.00019349150335064267-0.0001714896748346036j),(0.023685607364020905+0j),(-0.0005587823326176336+0.0006222274403415686j)
(0.023695173441308476+0j),(7.299356391154767e-06-0.00025167077663784573j),(0.023695173441308476+0j),(0.0018924380537941132-0.0014774351826916075j)
(0.023704739518596044+0j),(0.00035023150960149653-0.0004126528890631123j),(0.023704739518596044+0j),(-0.00020093603403140085+0.0007364492777624323j)
(0.02371430559588361+0j),(-0.00022716079593588018-0.0002111924137613686j),(0.02371430559588361+0j),(9.006060183902347e-05+6.618590009823453e-05j)
(0.023723871673171183+0j),(0.0001023518853964833+0.0002569050352364455j),(0.023723871673171183+0j),(0.00048071442303074626+0.0002992500200232559j)
(0.02373343775045875+0j),(-7.227474406314064e-05-1.4686875727365816e-05j),(0.02373343775045875+0j),(0.0006849508112487974+0.00037416989829761234j)
(0.023743003827746318+0j),(3.1725500991615765e-05-0.00017434642246089076j),(0.023743003827746318+0j),(-0.00019621597469003988+0.0018339069829127906j)
(0.02375256990503389+0j),(5.649932812779502e-07-0.0006887781429949886j),(0.02375256990503389+0j),(0.0002118817802744115+0.0006301399852791239j)
(0.023762135982321457+0j),(-0.00041336553189689427-0.00016872202707783027j),(0.023762135982321457+0j),(-0.0005286920910883626-0.00024792522976751764j)
(0.023771702059609028+0j),(-0.0002190802034453459-0.0004889681464275989j),(0.023771702059609028+0j),(0.0006367052901797725+0.0003696902035588153j)
(0.023781268136896596+0j),(6.0276294545867186e-05-0.0003358159379687375j),(0.023781268136896596+0j),(-0.0001628675638610618-0.0012537527201165117j)
(0.023790834214184164+0j),(0.0003662494786120804+0.000122633332898522j),(0.023790834214184164+0j),(0.0003030766872301123-0.0004501518246378804j)
(0.023800400291471735+0j),(8.037246398392301e-05+2.6573595243716877e-05j),(0.023800400291471735+0j),(-0.0005906211670613349-0.0001369416735683458j)
(0.023809966368759303+0j),(0.00032116786640244135-0.00044933698534463184j),(0.023809966368759303+0j),(0.0005291539795368505-0.00039708449705744714j)
(0.02381953244604687+0j),(0.0001266515394085353-0.000260487964884899j),(0.02381953244604687+0j),(0.0013287048565200166-0.0004430513981228408j)
(0.02382909852333444+0j),(1.974119348824216e-05-0.0005158581999916819j),(0.02382909852333444+0j),(-0.0003722775522771581+0.0008981696983042667j)
(0.02383866460062201+0j),(-0.00019115639055726274-0.0006514388069746724j),(0.02383866460062201+0j),(0.0007014565926183746-0.0005747464466495652j)
(0.023848230677909577+0j),(0.0002503895167498226-0.00035023424067226396j),(0.023848230677909577+0j),(-0.0003360041070949798+0.00023446331892590887j)
(0.02385779675519715+0j),(-8.445662202304999e-05-9.187747317303907e-05j),(0.02385779675519715+0j),(-0.000455796754258055-0.00036472734315482017j)
(0.023867362832484716+0j),(0.00019075333358077945-0.0004576787832872273j),(0.023867362832484716+0j),(-0.0006425612281668659-0.00022415492613088884j)
(0.023876928909772287+0j),(0.000195527013524157-0.00020976859025914293j),(0.023876928909772287+0j),(-0.00043345947036344575+0.0008890614825679315j)
(0.023886494987059855+0j),(-0.0001298367968467584-0.000345685552031686j),(0.023886494987059855+0j),(-0.0006896534151870409-0.0003221683496803907j)
(0.023896061064347423+0j),(-0.0002990626342831113-0.000377716150380881j),(0.023896061064347423+0j),(-0.00021945079477772122+0.00039181430870760303j)
(0.023905627141634994+0j),(-0.00041915258172102606-9.113680129842745e-05j),(0.023905627141634994+0j),(-0.0015067791320616535-0.0007343134533857912j)
(0.023915193218922562+0j),(0.00025128727301919904-0.00040671650323254765j),(0.023915193218922562+0j),(-0.0002901156193541183-0.0004884954848374706j)
(0.02392475929621013+0j),(-0.00025043495651956956-3.0160008495383148e-05j),(0.02392475929621013+0j),(-0.0010492573641215533-0.000454335286033992j)
(0.0239343253734977+0j),(-0.00021236842956329877-0.0007140117380094119j),(0.0239343253734977+0j),(-0.00040375361388845425+0.0001183177858006267j)
(0.02394389145078527+0j),(0.00015410303532435236-0.0006298489644113574j),(0.02394389145078527+0j),(0.0008752645435811949-0.00043384860559555637j)
(0.023953457528072836+0j),(0.00022154779993395292-0.0012368698377747743j),(0.023953457528072836+0j),(-0.0015862802371154209+0.00011056738564638543j)
(0.023963023605360408+0j),(-9.392742161625876e-05-0.0007577556215898135j),(0.023963023605360408+0j),(-0.00048207649573516257-0.0011777918785951412j)
(0.023972589682647975+0j),(0.0005095456848411828+0.0005408408563191388j),(0.023972589682647975+0j),(0.00026491928423837575+0.00018778504801848862j)
(0.023982155759935547+0j),(-0.0006849252732308678-0.00027493225939206493j),(0.023982155759935547+0j),(0.00028974432245076366+0.00035866987438132336j)
(0.023991721837223114+0j),(0.0002805243504825773-0.00019807691328521253j),(0.023991721837223114+0j),(0.0001808750203742718-0.0005141812216945265j)
(0.024001287914510682+0j),(-6.132865515213279e-06+0.0004942555021943368j),(0.024001287914510682+0j),(0.0005450678797863561+0.000685429753829571j)
(0.024010853991798253+0j),(-1.0493360956719945e-05-0.00013297887102923972j),(0.024010853991798253+0j),(0.0007527366833563475-1.9086430981893895e-07j)
(0.02402042006908582+0j),(-0.0015922152380171849-0.0008668654227222593j),(0.02402042006908582+0j),(-0.0013030960834765043+0.0007739382920032606j)
(0.02402998614637339+0j),(-0.0019386087663291346-0.00021276136731795606j),(0.02402998614637339+0j),(-0.002661092791214005-7.818120636617998e-05j)
(0.02403955222366096+0j),(0.0004962592733724452-0.0008999828260341884j),(0.02403955222366096+0j),(-0.00020562719326639684-0.0008550179104161548j)
(0.024049118300948528+0j),(-0.0003887291286111552+5.8064107215555334e-05j),(0.024049118300948528+0j),(-0.0018297349920556232+0.0004957378281655689j)
(0.0240586843782361+0j),(0.00010298460651043134-0.0003324701196765714j),(0.0240586843782361+0j),(-0.0007069200255455255+0.0002539524424238914j)
(0.024068250455523667+0j),(0.0008826045974569774-0.0002947394047557643j),(0.024068250455523667+0j),(0.0007270718409094561-0.0018342892833418559j)
(0.024077816532811235+0j),(0.0008805330091748159-0.0017106681213862975j),(0.024077816532811235+0j),(-0.0017468327715886908-0.0021448750691901294j)
(0.024087382610098806+0j),(-0.0011908559247455792-0.0004476496927354755j),(0.024087382610098806+0j),(-0.0010901913193523231+0.001308715800360866j)
(0.024096948687386373+0j),(-0.0009736739546698209+0.0025277923183354566j),(0.024096948687386373+0j),(0.003581346606736959+0.0036853310958824765j)
(0.02410651476467394+0j),(-0.000992610572657946-0.0005716116834449615j),(0.02410651476467394+0j),(-0.0017315118144640772+0.0006441816333600404j)
(0.024116080841961512+0j),(0.00015146929146282257+0.0007270529509178048j),(0.024116080841961512+0j),(0.0004874990112864684-0.0002705954386707406j)
(0.02412564691924908+0j),(-3.2005599099266686e-05+0.0004859496707501328j),(0.02412564691924908+0j),(0.0001710084069968728+0.001306717413551744j)
(0.024135212996536648+0j),(0.00036762620664971727-0.0005225323545909187j),(0.024135212996536648+0j),(-0.0012363672123723393-0.0015122745161606933j)
(0.02414477907382422+0j),(-0.0011210639275383032-0.001255298078048652j),(0.02414477907382422+0j),(-0.003250163649020865-0.00030711516165180344j)
(0.024154345151111787+0j),(-0.0013278614714757973-0.00048152919635958855j),(0.024154345151111787+0j),(-0.0028090078308965535+5.812301815761195e-05j)
(0.024163911228399358+0j),(0.0008779501428103626+0.0004329625233623593j),(0.024163911228399358+0j),(0.002650309148039713-0.0020234279836992127j)
(0.024173477305686926+0j),(-0.0008733764541311287+0.0002602479574921408j),(0.024173477305686926+0j),(-0.0009756981488435773+0.00177160003179744j)
(0.024183043382974494+0j),(0.0004836998807307793+0.00020621046799438065j),(0.024183043382974494+0j),(0.00013188878327696844-0.0012589699966885344j)
(0.024192609460262065+0j),(0.0003514296071348663+0.0003673984087319026j),(0.024192609460262065+0j),(0.0019559951956255425-0.0002562085513695123j)
(0.024202175537549633+0j),(0.00029611726252184225+3.6588456509248226e-05j),(0.024202175537549633+0j),(-0.0006973328940400759-0.0014230849490690371j)
(0.0242117416148372+0j),(-0.0017852486956378526-0.0008314152576037058j),(0.0242117416148372+0j),(-0.0017682888918052445+0.0022881187784408803j)
(0.02422130769212477+0j),(-0.0034552096431356865+0.0010963844037089625j),(0.02422130769212477+0j),(-0.0003607275920906161+0.005478907517417404j)
(0.02423087376941234+0j),(0.00025736428704841943-0.0007115950614289189j),(0.02423087376941234+0j),(-0.0012618434692896123+0.000201461011125773j)
(0.024240439846699907+0j),(-0.00046317409714765354+0.001302220119052048j),(0.024240439846699907+0j),(0.0023305244294118273+0.0007752791436114561j)
(0.02425000592398748+0j),(-0.0003952175605899954+4.1947240751585026e-05j),(0.02425000592398748+0j),(0.0007237929409225539+0.0008448043388421878j)
(0.024259572001275046+0j),(0.0002515794185879173-0.000409367461295223j),(0.024259572001275046+0j),(0.0003192577134440297-0.0007428224321268341j)
(0.024269138078562617+0j),(-0.0005705389244011268-0.0017565916463899336j),(0.024269138078562617+0j),(-0.0014105160940727087-0.0009255127637266214j)
(0.024278704155850185+0j),(-0.0006624918722934636+1.2821671337026163e-05j),(0.024278704155850185+0j),(-0.000154473525054419+1.0689187595845674e-05j)
(0.024288270233137753+0j),(0.0014539423802171377+0.0020666588497985625j),(0.024288270233137753+0j),(0.0031218734075892612+0.000991031042785123j)
(0.024297836310425324+0j),(-0.0010488703599656085+0.0006933774205169395j),(0.024297836310425324+0j),(-0.0005168010683684486+0.0019145245621714957j)
(0.024307402387712892+0j),(0.0010240039573304225+0.000600840307742217j),(0.024307402387712892+0j),(0.0012467192965038146+0.00020462361085618044j)
(0.02431696846500046+0j),(0.0004164501764167533+0.0006215593309056069j),(0.02431696846500046+0j),(0.00043224110530094075+0.0006237070171288396j)
(0.02432653454228803+0j),(-6.537497938824869e-06-1.982061004690903e-06j),(0.02432653454228803+0j),(0.00030698199435071885+6.412215040231531e-05j)
(0.0243361006195756+0j),(-0.0017222519394157353+0.0006993965601159784j),(0.0243361006195756+0j),(-0.0002355724132717173+0.0014409351463119627j)
(0.02434566669686317+0j),(-0.0012477203833638159+0.0014487264468767823j),(0.02434566669686317+0j),(4.706335936549273e-05+0.0009962890227699817j)
(0.024355232774150738+0j),(0.00037591886537852366-0.0007106389381452427j),(0.024355232774150738+0j),(0.0010337439518779904+0.0003196962512249684j)
(0.024364798851438305+0j),(0.0002559926883423201+0.0009636101287905574j),(0.024364798851438305+0j),(0.0005162212955196329+0.00040639931947988737j)
(0.024374364928725877+0j),(-1.4848397806901348e-05-0.0001479907677953669j),(0.024374364928725877+0j),(0.0007281945502072714+0.00024222709135468157j)
(0.024383931006013444+0j),(0.0003527166024550005-0.0004370017331079362j),(0.024383931006013444+0j),(-3.588949213795432e-05+8.592543464176358e-05j)
(0.024393497083301012+0j),(0.00028641025980773784-0.0005733520534950526j),(0.024393497083301012+0j),(-0.00029247899767460204+0.0003218739319384526j)
(0.024403063160588583+0j),(0.0003000198499591535+0.0006309970653615409j),(0.024403063160588583+0j),(0.0014349257502403992-2.8103543026832398e-05j)
(0.02441262923787615+0j),(0.0008828200801094003+0.0014935209777684436j),(0.02441262923787615+0j),(6.708052185858268e-05+0.0001964122526301967j)
(0.02442219531516372+0j),(-0.00035380306266935606+0.00022593199048767632j),(0.02442219531516372+0j),(-2.404475428059284e-05+0.0007852341808017489j)
(0.02443176139245129+0j),(0.0010301468743076948+0.00012625609475936528j),(0.02443176139245129+0j),(-0.00020331024473639606+0.0005784423820429055j)
(0.024441327469738858+0j),(0.0002703353340850341+0.0005630280525401242j),(0.024441327469738858+0j),(-0.0005146635413271829+0.00047242323731064073j)
(0.02445089354702643+0j),(5.732196316559022e-05+0.0001780978264028526j),(0.02445089354702643+0j),(0.00015177452465785598+0.0002421620861372042j)
(0.024460459624313997+0j),(-0.00040450799648663466+0.0004088190861132801j),(0.024460459624313997+0j),(0.0005579655417321832+8.090091426948927e-05j)
(0.024470025701601564+0j),(8.475432729494545e-05+0.0003379560945259392j),(0.024470025701601564+0j),(0.00011275949259645882-0.00018051352398746657j)
(0.024479591778889136+0j),(0.0006766303755091162-0.00027482097266971154j),(0.024479591778889136+0j),(-0.0003445660409778297-0.00017526295552736386j)
(0.024489157856176703+0j),(0.0003277107944548694+0.0005091993157271221j),(0.024489157856176703+0j),(0.00024175643678934705-0.0004983573656875662j)
(0.02449872393346427+0j),(0.0005727257147095972-0.00046575917732319047j),(0.02449872393346427+0j),(0.000709631359126421-0.0003506189892794082j)
(0.024508290010751842+0j),(0.0008677709572996402+3.7624350569733505e-05j),(0.024508290010751842+0j),(0.0012374044570374668-0.000594931915773902j)
(0.02451785608803941+0j),(0.00010321992241120777-2.961130009929034e-05j),(0.02451785608803941+0j),(0.000460181166098197+0.00023750417778209664j)
(0.024527422165326978+0j),(6.108155583304573e-05+0.000241917940298528j),(0.024527422165326978+0j),(0.00031044995222955185-0.0003277943711108207j)
(0.02453698824261455+0j),(0.00023876268051845168+0.0005331743584480171j),(0.02453698824261455+0j),(0.000707810157281471+0.0003214821882835583j)
(0.024546554319902117+0j),(0.0005025479509707736-0.00047939277034472777j),(0.024546554319902117+0j),(0.00011226354258704918-0.0003539906151825973j)
(0.024556120397189688+0j),(0.00041432967836633957+0.0002301079903237165j),(0.024556120397189688+0j),(0.0009696888482198431+0.0003870303578661337j)
(0.024565686474477256+0j),(-2.7514313338059837e-06+7.67426231497122e-05j),(0.024565686474477256+0j),(0.0005575832568535349+0.000934883491426071j)
